Title,Year,Rated,Genres,Plot
Alex Cross,2012,PG-13,"Action, Crime, Mystery","Dr. Alex Cross is on his last police duty to track down an assassin called Picasso, who's been torturing and killing rich businessmen in Detroit. Soon when the mission gets personal, Cross is pushed to the edge of his moral and psychological limits to end this once and for all."
Lola Versus,2012,R,Comedy,"Dumped by her boyfriend just three weeks before their wedding, Lola enlists her close friends for a series of adventures she hopes will help her come to terms with approaching 30 as a single woman."
Les Misérables,2012,PG-13,"Drama, History, Musical","Jean Valjean, known as Prisoner 24601, is released from prison and breaks parole to create a new life for himself while evading the grip of the persistent Inspector Javert. Set in post-revolutionary France, the story reaches resolution against the background of the June Rebellion."
Snowpiercer,2013,R,"Action, Adventure, Sci-Fi","Set in 2031, the entire world is frozen except for those aboard the Snowpiercer. For 17 years, the world's survivors are on a train hurtling around the globe creating their own economy and class system. Led by Curtis, a group of lower-class citizens living in squalor at the back of the train are determined to get to the front of the train and spread the wealth around. Each section of the train holds new surprises for the group who have to battle their way through. A revolution is underway."
Bernie,2011,PG-13,"Biography, Comedy, Crime","We meet Bernie Tiede (1958- ), a chubby undertaker, who takes pride in his work. He's a Gospel-singing tenor. In a series of interviews with townspeople, mixed with flashbacks, we follow Bernie: he arrives in Carthage, Texas (pop. 7,000), where old ladies adore him; he befriends a wealthy, mean-spirited widow named Marjorie Nugent; they become companions in both daily routines and expensive vacations. Among those interviewed, only her stockbroker and Danny Buck, the local district attorney, are unsympathetic toward the sunny, sometimes saccharine Bernie. Marjorie changes from sour and alone to happy with Bernie; then she gets possessive. What will sweet Bernie do?"
Trigun: Badlands Rumble,2010,TV-14,"Animation, Action, Sci-Fi","20 years after meddling into the bank heist of a notorious robber named Gasback, Vash the Stampede is heading towards Macca City. Rumors say that the legendary thief might appear there causing an enormous influx of bounty hunters in the area who want to collect the $300,000,000 prize for his head."
Safe Haven,2013,PG-13,"Drama, Romance, Thriller","When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws her into two reluctant relationships: one with Alex, a widowed store owner with a kind heart and two young children; and another with her plainspoken single neighbor, Jo. Despite her reservations, Katie slowly begins to let down her guard, putting down roots in the close-knit community and becoming increasingly attached to Alex and his family. But even as Katie begins to fall in love, she struggles with the dark secret that still haunts and terrifies her . . . a past that set her on a fearful, shattering journey across the country, to the sheltered oasis of Southport. With Jo's empathic and stubborn support, Katie eventually realizes that she must choose between a life of transient safety and one of riskier rewards . . . and that in the darkest hour, love is the only true safe haven."
The Five-Year Engagement,2012,R,"Comedy, Romance","In San Francisco, after a year's relationship, Tom proposes to Violet; she accepts. She's an experimental psychologist, hoping for a post-doc at Cal. He's a sous chef who runs the kitchen when the chef is away. When Cal falls through and she gets an offer in Ann Arbor, Tom agrees to support the move, turning down a job as chef at a new restaurant. The move requires postponing the wedding. At Michigan, Violet is in her element, but Tom is underemployed and frustrated; he's Stoic for a while, but when two years in Michigan become four, Tom's frustrations boil over, and on the eve of yet another wedding date, they must make a choice. Is there any other alternative?"
Wonder Woman,2009,PG-13,"Animation, Action, Adventure","In antiquity, the Amazons defeat the war god, Ares, and Zeus charges them to hold him prisoner as eternally young warriors on the hidden island of Themyscira. Centuries later, US Air Force pilot Steve Trevor is lured to crash land on the island and the distraction of that trespass allows Ares to escape. In response, Princess Diana wins the responsibility to both take Trevor home and recapture the fugitive god. Steve Trevor offers to help and together this disparate pair must not only overcome Ares' efforts to achieve a bloody revenge, but also reconcile their own conflicting world views in an adventure that would be the first for the greatest of the female superheroes."
The Wrecking Crew!,2008,PG,"Documentary, Music","A celebration of the musical work of a group of session musicians known as ""The Wrecking Crew"", a band that provided back-up instrumentals to such legendary recording artists as Frank Sinatra, The Beach Boys and Bing Crosby."
Corman's World: Exploits of a Hollywood Rebel,2011,R,Documentary,A documentary on DIY producer/director Roger Corman and his alternative approach to making movies in Hollywood.
Marley,2012,PG-13,"Documentary, Biography, Music","Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. The definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international super-stardom. Made with the support of the Marley family, there is rare footage, incredible performances and revelatory interviews with the people that knew him best."
